timestamp,datetime,x,y,z,quality
2025-10-15T15:37:02.127454,2.05,1.19,1.45,89
2025-10-15T15:37:02.228891,2.03,1.23,1.43,89
2025-10-15T15:37:02.330060,2.05,1.22,1.44,89
2025-10-15T15:37:02.431140,2.04,1.19,1.47,89
2025-10-15T15:37:02.532393,2.05,1.15,1.5,89
2025-10-15T15:37:02.633505,2.03,1.2,1.48,89
2025-10-15T15:37:02.734789,2.04,0.88,1.58,92
2025-10-15T15:37:02.836247,2.04,0.95,1.57,89
2025-10-15T15:37:02.942251,2.04,0.97,1.56,89
2025-10-15T15:37:03.045084,2.05,0.96,1.58,90
2025-10-15T15:37:03.150999,2.05,1.01,1.55,89
2025-10-15T15:37:03.256471,2.04,1.04,1.55,89
2025-10-15T15:37:03.360794,2.04,1.09,1.53,89
2025-10-15T15:37:03.463117,2.04,1.11,1.52,89
2025-10-15T15:37:03.566967,2.04,1.15,1.49,89
2025-10-15T15:37:03.669033,2.03,1.15,1.5,89
2025-10-15T15:37:03.770674,2.04,1.15,1.51,89
2025-10-15T15:37:03.871667,2.05,1.11,1.52,89
2025-10-15T15:37:03.972653,2.04,1.11,1.52,89
2025-10-15T15:37:04.073670,2.04,1.12,1.52,89
2025-10-15T15:37:04.174667,2.04,1.12,1.53,89
2025-10-15T15:37:04.275664,2.04,1.12,1.54,89
2025-10-15T15:37:04.376649,2.03,1.17,1.49,89
2025-10-15T15:37:04.477684,2.03,1.19,1.47,89
2025-10-15T15:37:04.578673,2.03,1.17,1.49,89
2025-10-15T15:37:04.679668,2.02,1.2,1.49,89
2025-10-15T15:37:04.780654,2.02,1.2,1.5,90
2025-10-15T15:37:04.881665,2.02,1.22,1.5,89
2025-10-15T15:37:04.982682,2.01,1.25,1.47,89
2025-10-15T15:37:05.083675,2.03,1.18,1.5,89
2025-10-15T15:37:05.185181,2.04,1.15,1.51,89
2025-10-15T15:37:05.286325,2.05,0.8,1.59,92
2025-10-15T15:37:05.387574,2.05,0.86,1.59,89
2025-10-15T15:37:05.488600,2.04,0.93,1.57,89
2025-10-15T15:37:05.589657,2.03,1.02,1.55,89
